customer_id,age,income,tenure_months,policy_type,monthly_premium,claim_count,customer_service_calls,late_payments,satisfaction_score,discount_received,churned,annual_revenue,value_segment,risk_segment,predicted_churn_probability,churn_risk_group
2184,32,63423.77,6,Auto,249.53,0,0,0,8,0,0,2994.36,High Value,High Satisfaction,0.2563453052023597,Low Risk
2185,44,88797.88,23,Auto,202.87,0,0,0,3,0,0,2434.44,High Value,Low Satisfaction,0.47759724013004295,Medium Risk
2186,63,54959.5,116,Auto,123.86,1,3,0,3,0,0,1486.32,Medium Value,Low Satisfaction,0.020194384980784217,Low Risk
2187,67,56795.31,30,Renters,147.25,0,2,0,9,1,0,1767.0,Medium Value,High Satisfaction,0.05508890057936545,Low Risk
2188,69,105663.71,78,Auto,74.68,1,0,0,6,0,0,896.1600000000001,Low Value,Medium Satisfaction,0.013749938976115065,Low Risk
2189,24,62705.43,54,Auto,125.35,1,1,2,8,0,0,1504.1999999999998,Medium Value,High Satisfaction,0.03733970568344213,Low Risk
2190,20,51035.9,87,Life,107.98,1,2,0,4,0,0,1295.76,Low Value,Low Satisfaction,0.046573422504469573,Low Risk
2191,46,82086.21,11,Auto,168.43,0,0,0,5,0,0,2021.16,High Value,Medium Satisfaction,0.26335164030301994,Low Risk
2192,61,63765.05,31,Auto,93.14,1,0,0,9,0,0,1117.68,Low Value,High Satisfaction,0.01848777556666157,Low Risk
2193,70,34428.82,6,Auto,209.6,1,1,0,7,1,0,2515.2,High Value,Medium Satisfaction,0.2543066015124978,Low Risk
2194,41,87900.11,11,Auto,132.06,0,1,0,5,0,1,1584.72,Medium Value,Medium Satisfaction,0.360182751011205,Medium Risk
2195,20,48565.13,77,Auto,95.88,1,1,0,7,0,0,1150.56,Low Value,Medium Satisfaction,0.021581656388847032,Low Risk
2196,37,65958.88,12,Auto,136.45,0,3,0,9,0,1,1637.3999999999999,Medium Value,High Satisfaction,0.35521291139879385,Medium Risk
2197,63,63500.94,118,Home,168.15,0,1,0,3,0,1,2017.8000000000002,High Value,Low Satisfaction,0.173157161817498,Low Risk
2198,32,70062.23,66,Auto,158.42,1,2,0,3,0,0,1901.04,High Value,Low Satisfaction,0.11536427257473218,Low Risk
2199,42,20000.0,53,Auto,142.05,1,0,0,4,0,0,1704.6000000000001,Medium Value,Low Satisfaction,0.1290448789550567,Low Risk
2200,47,57627.81,99,Renters,174.49,0,0,1,10,0,0,2093.88,High Value,High Satisfaction,0.014753718408482448,Low Risk
2201,31,89746.42,119,Auto,171.74,0,1,2,7,1,0,2060.88,High Value,Medium Satisfaction,0.018894048102327417,Low Risk
2202,24,92839.8,36,Life,171.97,1,1,1,5,1,0,2063.64,High Value,Medium Satisfaction,0.15077618502485246,Low Risk
2203,34,43191.61,17,Home,122.59,0,1,0,5,0,0,1471.08,Medium Value,Medium Satisfaction,0.11155586620679203,Low Risk
2204,61,85253.16,28,Auto,122.28,1,2,1,4,0,0,1467.3600000000001,Medium Value,Low Satisfaction,0.12473662969815774,Low Risk
2205,37,48248.55,92,Renters,125.67,0,0,0,8,1,0,1508.04,Medium Value,High Satisfaction,0.011455921097533295,Low Risk
2206,53,56760.29,22,Auto,112.77,0,1,0,3,0,0,1353.24,Low Value,Low Satisfaction,0.1360648615521254,Low Risk
2207,26,57916.34,102,Auto,139.76,0,1,0,2,1,0,1677.12,Medium Value,Low Satisfaction,0.027002756104392924,Low Risk
2208,55,67393.68,7,Home,134.75,1,1,1,4,0,0,1617.0,Medium Value,Low Satisfaction,0.3132206022180117,Medium Risk
2209,65,87030.06,15,Home,209.48,0,2,0,8,0,0,2513.7599999999998,High Value,High Satisfaction,0.22259614457150967,Low Risk
2210,74,70820.86,96,Renters,112.28,4,1,1,4,0,0,1347.3600000000001,Low Value,Low Satisfaction,0.02883720733718736,Low Risk
2211,39,62225.1,11,Life,90.6,1,1,3,8,0,0,1087.1999999999998,Low Value,High Satisfaction,0.1529085629009854,Low Risk
2212,71,86280.85,24,Auto,164.06,1,2,1,5,0,0,1968.72,High Value,Medium Satisfaction,0.2289094281748147,Low Risk
2213,70,47341.45,67,Home,138.22,0,3,0,9,0,0,1658.6399999999999,Medium Value,High Satisfaction,0.022363589921812803,Low Risk
2214,70,63301.22,30,Home,104.11,3,3,0,2,0,0,1249.32,Low Value,Low Satisfaction,0.2001930862495835,Low Risk
2215,19,86907.19,70,Life,170.2,0,0,0,8,1,0,2042.3999999999999,High Value,High Satisfaction,0.029888742512726635,Low Risk
2216,41,76644.74,66,Renters,122.45,0,0,1,7,0,0,1469.4,Medium Value,Medium Satisfaction,0.016895595693207758,Low Risk
2217,25,54741.31,61,Life,203.59,1,0,0,2,0,0,2443.08,High Value,Low Satisfaction,0.10874926433388916,Low Risk
2218,28,31714.95,78,Auto,92.24,0,0,0,5,1,0,1106.8799999999999,Low Value,Medium Satisfaction,0.03760917039128319,Low Risk
2219,30,71838.88,41,Renters,108.86,0,0,1,6,0,0,1306.32,Low Value,Medium Satisfaction,0.051578210453930635,Low Risk
2220,34,30269.15,82,Auto,140.74,0,1,0,9,0,0,1688.88,Medium Value,High Satisfaction,0.027185987569108363,Low Risk
2221,25,60324.97,51,Auto,196.1,2,3,0,8,1,0,2353.2,High Value,High Satisfaction,0.11956297577790158,Low Risk
2222,38,90936.86,44,Life,102.89,1,0,0,7,0,0,1234.68,Low Value,Medium Satisfaction,0.032397509737771425,Low Risk
2223,35,78128.69,95,Auto,151.94,0,2,0,1,1,0,1823.28,Medium Value,Low Satisfaction,0.04168133151517216,Low Risk
2224,47,20479.61,13,Life,82.62,2,0,0,10,0,0,991.44,Low Value,High Satisfaction,0.08404807393212345,Low Risk
2225,35,69409.93,90,Auto,176.25,0,2,1,3,0,0,2115.0,High Value,Low Satisfaction,0.11313825635657902,Low Risk
2226,63,57978.26,108,Renters,105.67,1,0,0,1,1,0,1268.04,Low Value,Low Satisfaction,0.016410351095892124,Low Risk
2227,64,36978.22,12,Auto,162.84,0,1,1,10,0,0,1954.08,High Value,High Satisfaction,0.14374792939126774,Low Risk
2228,48,72370.47,82,Auto,165.17,0,1,0,6,0,0,1982.04,High Value,Medium Satisfaction,0.03661593278990905,Low Risk
2229,55,54181.77,9,Auto,53.28,1,0,1,3,0,0,639.36,Low Value,Low Satisfaction,0.13206987190446412,Low Risk
2230,49,54318.25,113,Home,144.42,0,0,1,2,0,0,1733.04,Medium Value,Low Satisfaction,0.025269197071572113,Low Risk
2231,28,67728.99,85,Auto,112.24,1,0,0,10,0,0,1346.8799999999999,Low Value,High Satisfaction,0.02466241340767662,Low Risk
2232,62,51230.54,48,Home,157.43,0,0,0,2,0,0,1889.16,High Value,Low Satisfaction,0.14863568367853705,Low Risk
2233,42,67106.19,49,Auto,95.67,0,0,0,8,0,0,1148.04,Low Value,High Satisfaction,0.014925028224605175,Low Risk
2234,50,51946.85,53,Auto,108.84,0,0,0,1,0,0,1306.08,Low Value,Low Satisfaction,0.05239231181882633,Low Risk
2235,55,53153.85,56,Auto,188.93,1,0,0,9,0,0,2267.16,High Value,High Satisfaction,0.05623435165175951,Low Risk
2236,58,86844.45,40,Auto,185.45,0,2,0,7,0,0,2225.3999999999996,High Value,Medium Satisfaction,0.20487356134039122,Low Risk
2237,25,89082.78,107,Renters,90.27,0,1,2,1,0,0,1083.24,Low Value,Low Satisfaction,0.07925784599702888,Low Risk
2238,28,27409.61,24,Renters,215.84,1,1,0,5,1,1,2590.08,High Value,Medium Satisfaction,0.5542768734914296,Medium Risk
2239,39,81435.6,98,Auto,40.0,1,1,1,5,0,0,480.0,Low Value,Medium Satisfaction,0.01588747911590505,Low Risk
2240,68,95769.0,72,Home,144.66,0,2,0,2,0,0,1735.92,Medium Value,Low Satisfaction,0.06266717700060155,Low Risk
2241,41,99262.29,108,Renters,77.2,2,1,0,1,0,0,926.4000000000001,Low Value,Low Satisfaction,0.026741356549070713,Low Risk
2242,58,76448.35,117,Auto,151.71,0,1,0,7,1,0,1820.52,Medium Value,Medium Satisfaction,0.011361684347916954,Low Risk
2243,34,41737.25,33,Auto,123.23,0,1,0,9,0,0,1478.76,Medium Value,High Satisfaction,0.06794417318164296,Low Risk
2244,29,78859.58,23,Home,89.21,0,2,1,8,1,0,1070.52,Low Value,High Satisfaction,0.04285616682534181,Low Risk
2245,74,45876.45,77,Auto,101.82,2,0,0,7,0,0,1221.84,Low Value,Medium Satisfaction,0.0195303977718568,Low Risk
2246,63,57454.77,54,Auto,99.6,0,0,0,4,0,0,1195.1999999999998,Low Value,Low Satisfaction,0.029859457628613705,Low Risk
2247,49,73427.81,53,Auto,138.44,1,2,1,10,0,0,1661.28,Medium Value,High Satisfaction,0.030503950964583852,Low Risk
2248,32,47295.29,49,Home,178.86,1,1,0,7,1,0,2146.32,High Value,Medium Satisfaction,0.05929662465899165,Low Risk
2249,33,39779.19,78,Auto,223.15,1,1,1,8,0,0,2677.8,High Value,High Satisfaction,0.0745921773093342,Low Risk
2250,71,75247.01,78,Auto,127.31,2,3,0,9,0,0,1527.72,Medium Value,High Satisfaction,0.016418837816525315,Low Risk
2251,39,106078.93,80,Auto,148.45,1,1,0,9,1,0,1781.3999999999999,Medium Value,High Satisfaction,0.024694068750707697,Low Risk
2252,45,92351.16,49,Auto,188.38,0,0,1,5,0,0,2260.56,High Value,Medium Satisfaction,0.25089804180773034,Low Risk
2253,37,80558.1,102,Auto,114.8,0,0,0,5,1,0,1377.6,Low Value,Medium Satisfaction,0.013381640878233831,Low Risk
2254,50,86542.08,60,Life,99.76,1,1,0,6,0,0,1197.1200000000001,Low Value,Medium Satisfaction,0.02341152172949001,Low Risk
2255,27,79029.83,103,Auto,222.68,2,2,0,8,0,0,2672.16,High Value,High Satisfaction,0.07969261003561641,Low Risk
2256,57,74897.81,90,Home,126.91,2,1,0,3,1,0,1522.92,Medium Value,Low Satisfaction,0.017822059617607716,Low Risk
2257,49,84769.59,90,Auto,144.78,0,0,1,3,1,0,1737.3600000000001,Medium Value,Low Satisfaction,0.019694150938980245,Low Risk
2258,67,34896.01,65,Home,62.83,2,3,1,5,0,0,753.96,Low Value,Medium Satisfaction,0.045628897375005896,Low Risk
2259,50,69388.68,32,Home,111.43,0,0,1,1,1,1,1337.16,Low Value,Low Satisfaction,0.200786841079583,Low Risk
2260,19,63219.14,79,Auto,219.92,0,0,1,5,0,0,2639.04,High Value,Medium Satisfaction,0.12914084847285145,Low Risk
2261,50,66735.86,116,Renters,155.83,1,1,1,9,0,0,1869.96,Medium Value,High Satisfaction,0.01356292194056059,Low Risk
2262,50,54849.81,21,Home,133.71,0,2,0,5,1,1,1604.52,Medium Value,Medium Satisfaction,0.14657098491140616,Low Risk
2263,58,76450.73,18,Renters,197.72,1,1,0,7,0,0,2372.64,High Value,Medium Satisfaction,0.19816620058143425,Low Risk
2264,30,47005.58,94,Auto,60.97,1,0,1,10,0,0,731.64,Low Value,High Satisfaction,0.014168638270635097,Low Risk
2265,47,53255.19,60,Life,116.34,1,2,0,9,0,0,1396.08,Low Value,High Satisfaction,0.024855914673860138,Low Risk
2266,50,50614.64,13,Renters,237.37,3,0,0,8,1,0,2848.44,High Value,High Satisfaction,0.1836271555664355,Low Risk
2267,30,84006.83,24,Life,132.75,0,0,2,5,0,1,1593.0,Medium Value,Medium Satisfaction,0.3411464713976338,Medium Risk
2268,69,64742.08,30,Home,132.44,0,1,0,2,1,0,1589.28,Medium Value,Low Satisfaction,0.15911389952190141,Low Risk
2269,43,54861.69,2,Home,188.06,0,2,0,5,0,1,2256.7200000000003,High Value,Medium Satisfaction,0.6866661724453959,High Risk
2270,39,56784.55,83,Renters,191.19,2,0,0,10,0,0,2294.2799999999997,High Value,High Satisfaction,0.030753400590640734,Low Risk
2271,56,65085.37,111,Renters,76.43,2,0,0,8,1,0,917.1600000000001,Low Value,High Satisfaction,0.0047623188540750275,Low Risk
2272,19,100687.85,108,Life,154.26,1,0,0,1,0,0,1851.12,Medium Value,Low Satisfaction,0.06264627260197474,Low Risk
2273,55,37796.55,111,Auto,214.01,1,2,0,10,0,0,2568.12,High Value,High Satisfaction,0.04239356047117845,Low Risk
2274,56,79861.22,25,Renters,106.06,0,0,1,4,0,0,1272.72,Low Value,Low Satisfaction,0.10728102855487447,Low Risk
2275,43,75380.97,50,Auto,118.24,0,3,0,1,1,0,1418.8799999999999,Medium Value,Low Satisfaction,0.09282484261114611,Low Risk
2276,63,45574.76,14,Home,136.3,2,2,1,5,1,0,1635.6000000000001,Medium Value,Medium Satisfaction,0.18269328819456898,Low Risk
2277,67,97271.21,6,Auto,166.25,3,1,0,2,1,1,1995.0,High Value,Low Satisfaction,0.6029810283011036,High Risk
2278,32,76864.17,76,Auto,70.76,0,0,0,2,0,0,849.1200000000001,Low Value,Low Satisfaction,0.03353816927780233,Low Risk
2279,51,53829.87,84,Life,40.0,1,3,0,7,0,0,480.0,Low Value,Medium Satisfaction,0.014909582319184751,Low Risk
2280,59,24092.91,87,Auto,144.7,0,1,1,4,1,0,1736.3999999999999,Medium Value,Low Satisfaction,0.03594041800616069,Low Risk
2281,72,70041.23,30,Home,187.46,0,0,1,2,0,0,2249.52,High Value,Low Satisfaction,0.532769911962241,Medium Risk
2282,61,64015.6,30,Home,120.96,0,1,0,3,1,0,1451.52,Medium Value,Low Satisfaction,0.13283991115671964,Low Risk
2283,66,42324.32,38,Auto,107.53,0,0,0,3,1,0,1290.3600000000001,Low Value,Low Satisfaction,0.10847055471914781,Low Risk
2284,57,42040.48,58,Auto,127.49,1,1,0,2,0,0,1529.8799999999999,Medium Value,Low Satisfaction,0.04591403620747208,Low Risk
2285,28,84107.22,94,Home,206.89,0,3,0,7,0,0,2482.68,High Value,Medium Satisfaction,0.11660009551099942,Low Risk
2286,20,21974.71,41,Auto,105.09,1,0,0,1,1,0,1261.08,Low Value,Low Satisfaction,0.12840026158645299,Low Risk
2287,23,71914.22,94,Renters,160.66,2,2,0,9,0,0,1927.92,High Value,High Satisfaction,0.03162802885842708,Low Risk
2288,26,60876.39,57,Life,83.09,0,1,0,5,0,0,997.08,Low Value,Medium Satisfaction,0.030178596908380127,Low Risk
2289,23,75937.41,36,Auto,85.24,2,1,1,4,0,0,1022.8799999999999,Low Value,Low Satisfaction,0.09052509712330739,Low Risk
2290,26,58525.29,64,Auto,173.03,0,1,0,3,0,0,2076.36,High Value,Low Satisfaction,0.07197562075955871,Low Risk
2291,56,71452.05,113,Home,208.55,0,2,1,3,0,0,2502.6000000000004,High Value,Low Satisfaction,0.15105438267960633,Low Risk
2292,48,48658.95,98,Renters,175.01,0,1,0,3,0,0,2100.12,High Value,Low Satisfaction,0.03458635958139479,Low Risk
2293,49,63917.49,16,Auto,42.58,1,1,1,1,0,0,510.96,Low Value,Low Satisfaction,0.14578823464793905,Low Risk
2294,58,75759.85,88,Auto,116.1,0,1,0,2,0,0,1393.1999999999998,Low Value,Low Satisfaction,0.01822064074466929,Low Risk
2295,67,68319.18,78,Home,145.75,0,1,0,7,1,0,1749.0,Medium Value,Medium Satisfaction,0.019465814711822155,Low Risk
2296,29,73366.75,90,Life,137.68,0,1,0,3,1,0,1652.16,Medium Value,Low Satisfaction,0.028311415055964812,Low Risk
2297,25,44585.73,72,Auto,48.61,0,1,0,6,0,0,583.3199999999999,Low Value,Medium Satisfaction,0.03375823333058165,Low Risk
2298,25,52005.16,14,Auto,76.63,0,1,0,4,0,0,919.56,Low Value,Low Satisfaction,0.1554771342871611,Low Risk
2299,67,52386.52,31,Life,98.92,1,3,0,10,0,0,1187.04,Low Value,High Satisfaction,0.03221328562501628,Low Risk
2300,45,58917.23,66,Home,131.96,1,0,0,5,0,0,1583.52,Medium Value,Medium Satisfaction,0.03377518208385424,Low Risk
2301,37,94888.82,112,Renters,47.97,0,1,1,8,0,0,575.64,Low Value,High Satisfaction,0.008427656906426214,Low Risk
2302,64,57208.07,68,Home,162.01,1,2,0,2,0,0,1944.12,High Value,Low Satisfaction,0.09971746077445762,Low Risk
2303,24,39841.69,65,Life,130.82,1,2,1,10,1,0,1569.84,Medium Value,High Satisfaction,0.03869542535288359,Low Risk
2304,28,76916.21,55,Home,88.06,1,0,0,5,1,0,1056.72,Low Value,Medium Satisfaction,0.033302731562971914,Low Risk
2305,37,94626.16,84,Renters,143.71,0,1,0,2,0,0,1724.52,Medium Value,Low Satisfaction,0.05409382222330944,Low Risk
2306,33,37253.34,78,Home,70.2,1,4,3,9,0,0,842.4000000000001,Low Value,High Satisfaction,0.038423059887649595,Low Risk
2307,21,108401.84,40,Renters,132.66,0,0,0,2,1,0,1591.92,Medium Value,Low Satisfaction,0.10141411914935644,Low Risk
2308,23,74133.89,25,Auto,53.97,1,0,0,1,1,0,647.64,Low Value,Low Satisfaction,0.09360441302922214,Low Risk
2309,39,87745.6,25,Auto,60.53,0,3,1,4,0,1,726.36,Low Value,Low Satisfaction,0.10006528732924179,Low Risk
2310,43,97275.58,3,Renters,114.57,3,0,0,7,1,0,1374.84,Low Value,Medium Satisfaction,0.25174800437535205,Low Risk
2311,20,86397.59,69,Auto,102.77,1,1,0,2,0,0,1233.24,Low Value,Low Satisfaction,0.06635644927680724,Low Risk
2312,58,62568.22,102,Home,152.29,0,2,0,10,1,0,1827.48,Medium Value,High Satisfaction,0.013669690446329557,Low Risk
2313,59,91789.36,118,Auto,134.16,1,3,0,9,1,0,1609.92,Medium Value,High Satisfaction,0.008894834807549238,Low Risk
2314,31,70601.19,26,Renters,229.52,0,1,0,1,0,1,2754.2400000000002,High Value,Low Satisfaction,0.6606666129651184,High Risk
2315,28,88990.66,40,Auto,123.07,4,2,0,1,0,0,1476.84,Medium Value,Low Satisfaction,0.14742801378476078,Low Risk
2316,35,91397.26,38,Renters,40.0,0,3,0,8,0,0,480.0,Low Value,High Satisfaction,0.03082091759005193,Low Risk
2317,71,41000.28,38,Home,43.45,1,0,0,5,0,0,521.4000000000001,Low Value,Medium Satisfaction,0.05909685559867594,Low Risk
2318,29,82474.62,68,Auto,81.17,0,0,0,9,0,0,974.04,Low Value,High Satisfaction,0.015283890801523254,Low Risk
2319,40,60998.38,7,Home,287.3,1,0,0,8,0,1,3447.6000000000004,High Value,High Satisfaction,0.5637851754186987,Medium Risk
2320,29,68040.19,94,Auto,133.35,0,0,0,6,0,0,1600.1999999999998,Medium Value,Medium Satisfaction,0.02273915935486577,Low Risk
2321,30,67796.04,30,Auto,184.88,0,1,1,4,0,1,2218.56,High Value,Low Satisfaction,0.4954107166251899,Medium Risk
2322,42,66913.34,19,Auto,180.32,0,3,0,6,0,0,2163.84,High Value,Medium Satisfaction,0.28055687972165017,Low Risk
2323,62,98517.56,103,Auto,77.99,2,0,0,2,1,0,935.8799999999999,Low Value,Low Satisfaction,0.013934258385827522,Low Risk
2324,68,34938.15,35,Life,54.31,1,1,0,5,0,0,651.72,Low Value,Medium Satisfaction,0.06367978958885813,Low Risk
2325,36,27108.45,104,Auto,163.9,1,1,0,10,1,0,1966.8000000000002,High Value,High Satisfaction,0.025033100015752385,Low Risk
2326,72,22467.62,33,Home,40.0,5,0,1,3,1,0,480.0,Low Value,Low Satisfaction,0.23727976640076073,Low Risk
2327,63,88521.17,33,Auto,178.99,4,0,2,3,0,0,2147.88,High Value,Low Satisfaction,0.4655330915975251,Medium Risk
2328,53,47984.38,78,Home,129.73,0,3,0,1,0,0,1556.7599999999998,Medium Value,Low Satisfaction,0.0464372044404242,Low Risk
2329,62,67908.1,38,Auto,162.72,0,1,0,8,1,0,1952.6399999999999,High Value,High Satisfaction,0.07871543377865314,Low Risk
2330,25,62476.22,10,Home,148.65,1,2,0,10,0,0,1783.8000000000002,Medium Value,High Satisfaction,0.15805753353666865,Low Risk
2331,46,45499.75,57,Renters,151.06,0,0,1,3,1,0,1812.72,Medium Value,Low Satisfaction,0.07000545936260201,Low Risk
2332,72,83732.5,28,Home,139.7,1,1,0,1,0,1,1676.3999999999999,Medium Value,Low Satisfaction,0.30533792004835436,Medium Risk
2333,70,62195.81,78,Auto,147.67,2,2,0,4,0,0,1772.04,Medium Value,Low Satisfaction,0.048313419182343616,Low Risk
2334,72,59769.83,100,Home,137.07,1,0,0,1,1,0,1644.84,Medium Value,Low Satisfaction,0.019074964367151982,Low Risk
2335,49,70123.17,38,Auto,73.06,0,2,0,1,0,0,876.72,Low Value,Low Satisfaction,0.09146281644920978,Low Risk
2336,68,80856.99,16,Auto,117.28,0,0,0,1,0,1,1407.3600000000001,Low Value,Low Satisfaction,0.3635460144989205,Medium Risk
2337,61,43902.52,21,Auto,232.64,2,0,1,2,0,1,2791.68,High Value,Low Satisfaction,0.6439882987226802,High Risk
2338,35,84204.2,92,Auto,149.14,0,2,0,1,0,0,1789.6799999999998,Medium Value,Low Satisfaction,0.04908176606320262,Low Risk
2339,23,96896.78,97,Home,186.41,0,0,0,6,0,0,2236.92,High Value,Medium Satisfaction,0.05895013131166722,Low Risk
2340,35,33625.31,6,Renters,90.76,1,2,2,7,0,0,1089.1200000000001,Low Value,Medium Satisfaction,0.2117158560722399,Low Risk
2341,36,71122.58,41,Auto,89.98,0,1,0,1,1,0,1079.76,Low Value,Low Satisfaction,0.08141084896182488,Low Risk
2342,39,58291.71,15,Auto,80.84,0,1,0,10,0,0,970.08,Low Value,High Satisfaction,0.03510144694559378,Low Risk
2343,54,80383.07,108,Auto,75.07,1,1,0,1,1,0,900.8399999999999,Low Value,Low Satisfaction,0.009958303477823435,Low Risk
2344,49,38233.5,3,Home,61.99,3,0,0,10,0,0,743.88,Low Value,High Satisfaction,0.1761399097190793,Low Risk
2345,73,100836.64,43,Home,145.49,1,0,1,9,0,0,1745.88,Medium Value,High Satisfaction,0.06011265974035679,Low Risk
2346,58,29626.31,47,Auto,118.99,0,1,0,9,1,0,1427.8799999999999,Medium Value,High Satisfaction,0.04608419984895451,Low Risk
2347,20,59625.82,99,Renters,174.4,1,0,1,1,0,0,2092.8,High Value,Low Satisfaction,0.07230807844907071,Low Risk
2348,45,74554.51,14,Home,121.03,1,0,0,8,0,0,1452.3600000000001,Medium Value,High Satisfaction,0.08299036797416698,Low Risk
2349,27,49900.59,66,Home,40.0,2,2,0,3,0,0,480.0,Low Value,Low Satisfaction,0.06656880566286434,Low Risk
2350,68,46445.17,29,Home,154.96,0,1,0,7,0,0,1859.52,Medium Value,Medium Satisfaction,0.07305213157136184,Low Risk
2351,52,69889.18,4,Home,43.63,1,1,1,1,0,0,523.5600000000001,Low Value,Low Satisfaction,0.1645384572167184,Low Risk
2352,46,66710.72,26,Home,144.65,0,0,0,7,0,0,1735.8000000000002,Medium Value,Medium Satisfaction,0.06734013744093771,Low Risk
2353,71,65130.64,115,Auto,100.29,3,1,0,1,0,0,1203.48,Low Value,Low Satisfaction,0.0300273127757783,Low Risk
2354,32,83891.15,12,Auto,145.46,0,2,0,3,0,1,1745.52,Medium Value,Low Satisfaction,0.4824657312963666,Medium Risk
2355,50,56321.6,2,Auto,70.04,1,0,0,7,0,0,840.48,Low Value,Medium Satisfaction,0.0634365596092183,Low Risk
2356,24,72031.04,17,Home,170.02,1,3,0,1,1,1,2040.2400000000002,High Value,Low Satisfaction,0.3957474495453422,Medium Risk
2357,29,53854.74,35,Renters,136.69,2,1,1,9,0,1,1640.28,Medium Value,High Satisfaction,0.1666082368041066,Low Risk
2358,66,46314.75,10,Auto,119.51,1,1,0,5,0,1,1434.1200000000001,Medium Value,Medium Satisfaction,0.21078875524387766,Low Risk
2359,47,58735.31,112,Auto,58.74,0,0,0,2,0,0,704.88,Low Value,Low Satisfaction,0.014847935418316256,Low Risk
2360,38,54027.17,86,Renters,216.47,2,0,0,4,0,0,2597.64,High Value,Low Satisfaction,0.07515762883217852,Low Risk
2361,48,55126.32,105,Renters,94.19,0,0,0,8,1,0,1130.28,Low Value,High Satisfaction,0.0044733756558235,Low Risk
2362,41,90637.2,43,Renters,146.83,1,1,0,4,0,0,1761.96,Medium Value,Low Satisfaction,0.11670417261945772,Low Risk
2363,37,59409.72,21,Home,92.3,1,3,0,10,0,0,1107.6,Low Value,High Satisfaction,0.028587579133016586,Low Risk
2364,54,50416.05,15,Renters,304.99,1,1,0,5,0,1,3659.88,High Value,Medium Satisfaction,0.6244911401207203,High Risk
2365,21,65617.73,35,Auto,141.72,1,1,0,2,0,0,1700.6399999999999,Medium Value,Low Satisfaction,0.19208167327757725,Low Risk
2366,45,67293.01,112,Auto,107.34,0,0,1,5,1,0,1288.08,Low Value,Medium Satisfaction,0.010532393742955082,Low Risk
2367,61,38888.61,85,Auto,162.26,1,2,0,7,1,0,1947.12,High Value,Medium Satisfaction,0.05078690559170219,Low Risk
2368,37,58435.06,85,Renters,168.75,1,2,0,9,0,0,2025.0,High Value,High Satisfaction,0.02343133792387155,Low Risk
2369,41,57548.94,85,Auto,152.76,1,1,0,8,0,0,1833.12,Medium Value,High Satisfaction,0.022738550554112953,Low Risk
2370,67,61212.83,60,Home,120.44,0,0,0,10,0,0,1445.28,Medium Value,High Satisfaction,0.01392220492425699,Low Risk
2371,66,80961.62,44,Home,154.82,1,0,1,6,1,0,1857.84,Medium Value,Medium Satisfaction,0.07364375928996057,Low Risk
2372,68,68006.78,96,Auto,128.01,0,3,0,9,0,0,1536.12,Medium Value,High Satisfaction,0.009927536051111652,Low Risk
2373,49,92014.62,119,Renters,133.86,1,1,0,7,0,0,1606.3200000000002,Medium Value,Medium Satisfaction,0.01162116517273243,Low Risk
2374,58,64743.47,5,Auto,99.66,0,1,0,3,0,1,1195.92,Low Value,Low Satisfaction,0.44403098425506754,Medium Risk
2375,53,104073.92,103,Auto,69.15,2,1,0,1,0,0,829.8000000000001,Low Value,Low Satisfaction,0.021143543763619346,Low Risk
2376,70,54862.95,73,Renters,160.35,1,1,0,5,0,0,1924.1999999999998,High Value,Medium Satisfaction,0.054820726662890056,Low Risk
2377,51,48069.63,117,Auto,162.28,0,0,1,9,1,0,1947.3600000000001,High Value,High Satisfaction,0.03175186317507101,Low Risk
2378,53,77040.66,18,Home,193.35,0,1,0,8,0,0,2320.2,High Value,High Satisfaction,0.14325773564721808,Low Risk
2379,19,95009.8,21,Renters,137.18,0,0,0,6,1,0,1646.16,Medium Value,Medium Satisfaction,0.09888659305444188,Low Risk
2380,32,34666.33,72,Life,125.29,1,0,0,8,0,0,1503.48,Medium Value,High Satisfaction,0.02129669274233913,Low Risk
2381,51,60666.21,108,Renters,71.56,2,1,0,8,0,0,858.72,Low Value,High Satisfaction,0.0064632663184487245,Low Risk
2382,53,51562.8,116,Auto,133.22,2,0,1,3,0,0,1598.6399999999999,Medium Value,Low Satisfaction,0.020890414080230856,Low Risk
2383,23,68142.72,98,Home,151.21,1,0,0,6,0,0,1814.52,Medium Value,Medium Satisfaction,0.05110669297337085,Low Risk
2384,56,65220.39,74,Auto,53.11,0,1,3,7,0,0,637.3199999999999,Low Value,Medium Satisfaction,0.010155738614667908,Low Risk
2385,59,94598.39,51,Auto,183.11,0,2,2,2,1,0,2197.32,High Value,Low Satisfaction,0.30851330450235215,Medium Risk
2386,68,62615.09,41,Auto,102.96,0,0,2,7,0,0,1235.52,Low Value,Medium Satisfaction,0.05047422632100671,Low Risk
2387,68,95245.25,24,Auto,126.18,0,4,0,10,0,0,1514.16,Medium Value,High Satisfaction,0.07882509780067064,Low Risk
2388,71,58067.79,104,Renters,161.9,0,1,1,6,0,0,1942.8000000000002,High Value,Medium Satisfaction,0.023549047118657337,Low Risk
2389,29,85382.6,24,Auto,134.67,2,2,0,2,0,0,1616.04,Medium Value,Low Satisfaction,0.19688976952995357,Low Risk
2390,20,70030.59,96,Home,198.15,0,0,1,2,0,1,2377.8,High Value,Low Satisfaction,0.29848694886831195,Low Risk
2391,62,103057.48,97,Auto,163.3,0,0,0,6,0,0,1959.6000000000001,High Value,Medium Satisfaction,0.030572710517007832,Low Risk
